listing_title,price,land_area,bedrooms,bathrooms,agent_name,date_created,internal_features,external_features,nearby,link
4 Bed Villa with En Suite at Muthithi Road,"
KSh 30,000,000
",," 4
"," 5
",MK PROPERTIES,13/06/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
 ,
Serviced
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
 Parking
,
Staff Quarters
,
Wheelchair Access
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-1-3600684
4 Bed House with En Suite at Nyali Bridge,"
KSh 170,000,000
","
"," 4
"," 4
",Benford Homes,24/05/2023,"
Backup Generator
,
Aircon
,
En Suite
","
Balcony
,
Garden
,
BBQ
,
CCTV
,
Parking
,
Electric Fence
,
Staff Quarters
,
Borehole
,
Swimming Pool
","
Hospital
,
Scenic View
,
Sea View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-mombasa-cbd-3466664
4 Bed House with En Suite in Mkomani,"
KSh 45,000,000
",," 4
"," 5
",Benford Homes,24/05/2023,"
En Suite
,
Aircon
,
Alarm
,
Walk In Closet
,
Service Charge Included
,
Fibre Internet
","
Balcony
,
Wheelchair Access
,
Garden
,
Electric Fence
,
Borehole
","
Golf Course
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-mkomani-3377778
3 Bed Villa in Ngong,"
KSh 7,500,000
",," 3
"," 4
",Leilach Properties,27/06/2023,,,,https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-ngong-14-3440786
3 Bed House with En Suite at Mtwapa,"
KSh 10,500,000
","
"," 3
"," 2
",Sky Miles Properties,13/06/2023,"
En Suite
,
Fibre Internet
,
Serviced
,
Walk In Closet
","
Balcony
,
BBQ
,
Borehole
,
Garden
,
Parking
,
Wheelchair Access
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-mtwapa-1-3559321
3 Bed House with En Suite at Kona Ya Musa,"
KSh 7,499,000
","
"," 3
"," 3
",Minazi Homes,03/07/2023,"
En Suite
,
Serviced
,
Aircon
","
Balcony
,
Borehole
,
Garden
,
Parking
,
Wheelchair Access
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ukunda-1-3597964
5 Bed House with Garden in Karen,"
KSh 95,000,000
","
"," 5
"," 5
",Peponi & Co Real Estate,07/03/2023,"
Alarm
,
Walk In Closet
 ,
Fibre Internet
","
CCTV
,
Electric Fence
,
Staff Quarters
,
Parking
,
Garden
","
School
,
Hospital
,
Golf Course
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3511511
6 Bed House with En Suite at Karen Hardy,"
KSh 110,000,000
","
"," 6
"," 5
",Mapema Properties,01/07/2023,"
Backup Generator
,
Alarm
,
En Suite
,
Furnished
,
Serviced
,
Walk In Closet
","
Balcony
,
CCTV
,
Borehole
,
Garden
,
Electric Fence
,
Parking
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/furnished-6-bedroom-house-for-sale-karen-1-3581745
4 Bed Townhouse with En Suite in Runda,"
KSh 55,000,000
","
"," 4
"," 4
",Splendor Holdings,24/05/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
Electric Fence
,
CCTV
,
Borehole
,
Garden
,
Gym
,
Parking
,
 Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-runda-7-3434422
4 Bed House with Garden in Ongata Rongai,"
KSh 12,000,000
","
"," 4
"," 4
",Litana Investments,24/05/2023,"
Service Charge Included
,
Walk In Closet
","
Balcony
,
Borehole
,
Garden
,
Parking
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ongata-rongai-3587715
7 Bed Villa with En Suite at Mtwapa Creekside,"
KSh 80,000,000
","
"," 7
"," 6
",Sky Miles Properties,13/06/2023,"
Aircon
,
Alarm
,
En Suite
,
Fibre Internet
,
Serviced
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Sea View
,
Shopping Centre
",https://www.buyrentkenya.com/listings/7-bedroom-villa-for-sale-mtwapa-1-3589563
5 Bed Townhouse with En Suite in Lavington,"
KSh 40,000,000
","
"," 5
"," 6
",Kenya Classic Homes,02/07/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Walk In Closet
","
Staff Quarters
,
Swimming Pool
,
Borehole
,
Parking
,
BBQ
,
Garden
","
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-2-3498673
3 Bed House with En Suite in Kitengela,"
KSh 8,500,000
",," 3
"," 3
",Blu cherryDUPLICATE,29/06/2023,"
Fibre Internet
,
En Suite
","
Parking
,
Borehole
","
Hospital
,
School
,
Bus Stop
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-1-3571674
4 Bed Townhouse with En Suite at Kiambu Road,"
KSh 30,000,000
","
"," 4
"," 5
",Property Point Urban Kenya,17/06/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Serviced
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Gym
,
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-town-1-3548413
8 Bed House with En Suite in Spring Valley,"
KSh 200,000,000
","
"," 8
"," 9
",Kenya Classic Homes,02/07/2023,"
Alarm
,
Backup Generator
,
Walk In Closet
,
En Suite
","
Balcony
,
BBQ
,
Parking
,
Gym
,
CCTV
,
Staff Quarters
,
Electric Fence
,
Borehole
,
Wheelchair Access
,
Garden
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/8-bedroom-house-for-sale-spring-valley-2-3579157
3 Bed House with En Suite in Kisumu,"
KSh 18,000,000
","
"," 3
"," 3
",Aurovylle Homes,06/06/2023,"
En Suite
,
Fibre Internet
","
Balcony
,
Gym
,
Parking
,
Swimming Pool
","
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kisumu-3605256
4 Bed House in Karen,"
KSh 63,000,000
",," 4
",,Pam Golding Properties,16/11/2022,,,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3546880
3 Bed House with En Suite in Ongata Rongai,"
KSh 6,800,000
 ","
"," 3
"," 3
",Litana Investments,24/05/2023,"
En Suite
,
Service Charge Included
,
Walk In Closet
","
Garden
,
Parking
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ongata-rongai-3594282
7 Bed House at Nairobi,"
KSh 150,000,000
","
"," 7
",,Fit Property,21/03/2023,,,,https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-lavington-3496756
5 Bed House with En Suite in Kitisuru,"
KSh 85,000,000
","
"," 5
"," 5
",Afrique Properties Limited,03/07/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Garden
,
Parking
,
Staff Quarters
,
Swimming Pool
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitisuru-3607903
5 Bed House with En Suite in Runda,"
KSh 120,000,000
",," 5
"," 5
",Ryden International,05/06/2023,"
En Suite
","
Garden
,
Staff Quarters
,
Parking
","
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3565510
5 Bed House with En Suite in Ngong Road,"
KSh 30,000,000
","
"," 5
"," 5
",Tysons Limited,17/12/2021,"
En Suite
",,,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ngong-road-1-3472990
3 Bed House with En Suite in Ruiru,"
KSh 8,700,000
","
"," 3
"," 4
",Litana Investments,06/06/2023,"
En Suite
,
Serviced
,
Service Charge Included
,
Walk In Closet
","
Electric Fence
,
Garden
,
Parking
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3605273
6 Bed Villa with En Suite at Mtwapa,"
KSh 68,000,000
","
"," 6
"," 5
",Sky Miles Properties,13/06/2023,"
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
Borehole
,
Garden
,
Parking
,
Wheelchair Access
","
Golf Course
,
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-mtwapa-3602528
4 Bed House with En Suite at Mukoma Road,"
 KSh 80,000,000
",," 4
"," 4
",Mapema Properties,01/07/2023,"
En Suite
,
Service Charge Included
,
Walk In Closet
","
Balcony
,
Garden
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-1-3585327
5 Bed House with En Suite in Karen,"
KSh 80,000,000
","
"," 5
"," 4
",Skybraze homes,06/06/2023,"
En Suite
","
Parking
",,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3605249
4 Bed Townhouse with En Suite at Ngong Kibiko,"
KSh 16,500,000
","
"," 4
"," 5
",Westside Real Estate,13/06/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Swimming Pool
 ,
Staff Quarters
,
Parking
,
Gym
","
Shopping Centre
,
Bus Stop
,
Golf Course
,
Hospital
,
 Scenic View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-ngong-1-3593748
3 Bed House with En Suite in Ongata Rongai,"
KSh 6,500,000
","
"," 3
"," 3
",Leilach Properties,27/06/2023,"
Alarm
,
En Suite
,
Fibre Internet
","
Parking
,
Garden
,
Wheelchair Access
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ongata-rongai-1-3548719
4 Bed House in Kilimani,"
KSh 55,000,000
",," 4
",,Pam Golding Properties,16/11/2022,"
Balcony
,
Parking
","
Bus Stop
,
Shopping Centre
,
Hospital
,
School
",,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kilimani-3564266
5 Bed Villa with En Suite in Lavington,"
KSh 95,000,000
",," 5
"," 5
",HOMES.COM,16/05/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
,
Garden
,
Borehole
,
Electric Fence
,
CCTV
,
BBQ
,
Gym
,
Balcony
","
Scenic View
,
Hospital
,
School
,
Bus Stop
,
Shopping Centre
,
Golf Course
",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3575282
4 Bed Townhouse with En Suite in Shanzu,"
KSh 45,000,000
","
"," 4
"," 5
",Furaha Properties,19/04/2023,"
En Suite
,
Walk In Closet
,
Fibre Internet
,
Backup Generator
,
Alarm
,
Aircon
","
Balcony
,
Garden
,
BBQ
,
Gym
,
CCTV
,
Parking
,
Electric Fence
,
Staff Quarters
,
Borehole
,
Swimming Pool
","
Bus Stop
,
Sea View
,
Golf Course
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-shanzu-3500903
6 Bed House with En Suite at Jacaranda Avenue,"
 KSh 135,000,000
",," 6
"," 7
",Nairobi Royal Homes,26/06/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
 ,
Fibre Internet
,
Walk In Closet
","
Garden
,
Borehole
,
Wheelchair Access
,
Electric Fence
,
CCTV
,
 Staff Quarters
,
Parking
,
BBQ
,
Balcony
","
Shopping Centre
,
Bus Stop
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-lavington-1-3591656
4 Bed Townhouse in Buruburu,"
KSh 23,000,000
",," 4
"," 3
",Pam Golding Properties,24/05/2023,,,,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-buruburu-3584205
4 Bed House with En Suite at Fourways Junction Estate,"
KSh 22,000,000
",," 4
"," 3
",Apogee Realty Homes,16/06/2023,"
En Suite
,
Fibre Internet
","
Parking
,
Staff Quarters
,
Swimming Pool
,
Electric Fence
,
Borehole
,
Wheelchair Access
,
Garden
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-1-3532726
4 Bed House with En Suite in Ngong,"
KSh 15,000,000
","
"," 4
"," 4
",Litana Investments,24/05/2023,"
Alarm
,
En Suite
 ,
Service Charge Included
,
Walk In Closet
","
Balcony
,
CCTV
,
Electric Fence
,
Garden
,
Parking
,
 Staff Quarters
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ngong-3553664
3 Bed Villa with En Suite in Mtwapa,"
KSh 30,000,000
","
"," 3
"," 4
",Furaha Properties,30/06/2023,"
En Suite
","
Swimming Pool
,
Garden
,
Parking
,
Balcony
,
BBQ
","
Shopping Centre
,
Bus Stop
,
Hospital
,
School
,
Sea View
",https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-mtwapa-3611918
4 Bed Townhouse with Garden at Ngong Suswa Road,"
KSh 14,500,000
",," 4
"," 5
",Bilem Consultants,24/05/2023,"
Walk In Closet
","
Balcony
,
Garden
,
Borehole
,
Electric Fence
,
CCTV
","
Shopping Centre
,
Bus Stop
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-ngong-3601602
4 Bed Townhouse with En Suite at Lavington,"
 KSh 75,000,000
",," 4
"," 4
",Zyve,08/07/2023,"
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
,
Serviced
","
Balcony
,
Garden
,
Gym
,
BBQ
,
CCTV
,
Parking
,
Electric Fence
,
Staff Quarters
,
Borehole
,
Swimming Pool
","
Bus Stop
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-10-3495110
5 Bed House with Garden at Mimosa,"
KSh 85,000,000
",," 5
",,Pam Golding Properties,16/11/2022,"
Walk In Closet
","
Garden
",,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3500062
3 Bed House with En Suite at Kangundo Road,"
KSh 8,150,000
",," 3
"," 5
",MK PROPERTIES,13/06/2023,"
Backup Generator
,
Alarm
,
En Suite
,
Fibre Internet
,
Serviced
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
 ,
Wheelchair Access
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-joska-1-3599895
3 Bed House with En Suite at Mugutha,"
KSh 8,500,000
",," 3
"," 4
",T&T Properties Kenya Limited,13/06/2023,"
Aircon
,
Alarm
,
En Suite
,
Fibre Internet
,
Service Charge Included
,
Serviced
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Garden
,
Parking
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3607198
6 Bed Townhouse with Swimming Pool at Kyuna Close,"
KSh 295,000,000
",," 6
"," 6
",Abacus Property Consultants Ltd,24/05/2023,"
Backup Generator
,
Furnished
,
Walk In Closet
,
Alarm
","
Balcony
,
Gym
,
Parking
,
Staff Quarters
 ,
Swimming Pool
,
Electric Fence
,
Garden
","
School
,
Scenic View
,
Hospital
,
Shopping Centre
",https://www.buyrentkenya.com/listings/furnished-6-bedroom-townhouse-for-sale-spring-valley-3569408
3 Bed House with En Suite at Acacia,"
KSh 6,200,000
",," 3
"," 3
",Blu cherryDUPLICATE,29/06/2023,"
Alarm
,
En Suite
,
Fibre Internet
","
Parking
,
Garden
,
Borehole
","
School
,
Hospital
,
Bus Stop
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-1-3597431
4 Bed Townhouse with En Suite at Kitengela,"
KSh 12,000,000
",," 4
"," 4
",WSCP Ltd,23/06/2023,"
En Suite
,
Backup Generator
,
Alarm
,
Fibre Internet
","
Balcony
,
BBQ
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
","
Scenic View
,
School
,
Shopping Centre
,
Bus Stop
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitengela-3610064
6 Bed House with En Suite at Mkoma Road,"
KSh 90,000,000
",," 6
"," 6
",Pemukika Agency,28/06/2023,"
Backup Generator
,
Fibre Internet
,
Walk In Closet
,
En Suite
,
Alarm
","
Balcony
,
CCTV
,
Borehole
,
Staff Quarters
,
Swimming Pool
,
Parking
,
Garden
","
Bus Stop
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-karen-3492421
3 Bed House with Garden in Kiserian,"
KSh 6,700,000
","
"," 3
"," 3
",Litana Investments,24/05/2023,"
Service Charge Included
,
Walk In Closet
","
Balcony
,
Garden
,
Borehole
,
Parking
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiserian-3602054
3 Bed House with En Suite at Baraka Estate,"
 KSh 6,700,000
",," 3
"," 2
",Ryden International,05/06/2023,"
En Suite
","
Borehole
","
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3551440
4 Bed Townhouse with En Suite at Rhapta Road,"
KSh 35,000,000
",," 4
"," 3
",Coral Property International Ltd,24/05/2023,"
En Suite
","
Parking
","
Shopping Centre
,
Bus Stop
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-westlands-area-3537696
5 Bed House with En Suite in Lower Kabete,"
KSh 90,000,000
",," 5
"," 5
",Urban Sind Limited,06/07/2023,"
Alarm
,
En Suite
,
Fibre Internet
,
Backup Generator
,
Walk In Closet
","
Balcony
,
Parking
,
CCTV
,
Staff Quarters
,
Electric Fence
,
BBQ
,
Borehole
,
Wheelchair Access
,
Garden
","
Bus Stop
,
Shopping Centre
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lower-kabete-3613489
4 Bed Townhouse with En Suite in Loresho,"
KSh 38,000,000
",," 4
"," 4
",Keensell Ventures LTD,26/06/2023,"
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
CCTV
,
Electric Fence
,
Garden
,
Parking
,
Staff Quarters
,
Wheelchair Access
,
Swimming Pool
","
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-1-3597499
4 Bed Villa with En Suite in Kiambu Road,"
KSh 38,000,000
",," 4
"," 5
",Sky Limits Ventures,05/06/2023,"
Walk In Closet
,
En Suite
","
Parking
,
Balcony
,
Garden
,
Staff Quarters
",,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3577506
4 Bed Townhouse with Backup Generator in Loresho,"
KSh 130,000,000
",," 4
"," 5
",Bright Homes Management,22/06/2023,"
Backup Generator
",,,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-1-3522705
4 Bed Townhouse with En Suite at World Bank Estate,"
KSh 14,000,000
",," 4
"," 5
",Tysons Limited,13/12/2022,"
En Suite
","
Balcony
,
Parking
","
Bus Stop
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-changamwe-3516891
5 Bed House with En Suite at Old Muthaiga,"
KSh 280,000,000
","
"," 5
"," 5
",Fab Real Estate,22/06/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Service Charge Included
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Sea View
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-muthaiga-3609868
5 Bed House with En Suite at Fana Road,"
KSh 67,000,000
","
"," 5
"," 5
",Mapema Properties,01/07/2023,"
En Suite
,
Service Charge Included
,
Walk In Closet
","
Garden
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-1-3576159
5 Bed Villa with En Suite at Amboseli,"
KSh 58,000,000
",," 5
"," 5
",Halifax Estate Agency,12/04/2023,"
Walk In Closet
,
En Suite
","
Balcony
,
Parking
,
Electric Fence
,
Staff Quarters
","
Bus Stop
,
Hospital
",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3489426
6 Bed House with En Suite at Kyuna Road,"
KSh 295,000,000
",," 6
"," 7
",Nairobi Royal Homes,26/06/2023,"
Aircon
,
Alarm
,
Backup Generator
,
Walk In Closet
,
En Suite
,
Fibre Internet
","
Wheelchair Access
,
Borehole
,
Garden
,
Electric Fence
,
Swimming Pool
,
CCTV
,
Staff Quarters
,
BBQ
,
Parking
,
Gym
,
Balcony
","
Shopping Centre
,
Bus Stop
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kyuna-1-3560881
5 Bed House with En Suite at Ushirka Road,"
KSh 110,000,000
","
"," 5
"," 5
",Mapema Properties,01/07/2023,"
En Suite
,
Serviced
,
Service Charge Included
,
Walk In Closet
","
Garden
,
Staff Quarters
","
Hospital
,
School
,
Bus Stop
,
Scenic View
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-hardy-1-3576152
5 Bed Townhouse with En Suite in Langata,"
KSh 25,000,000
",," 5
"," 4
",Ring Kenya Ltd,28/02/2023,"
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
CCTV
,
Staff Quarters
,
Electric Fence
,
Borehole
,
Garden
,
Parking
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-langata-3552406
4 Bed House with En Suite at Savanna Road,"
KSh 13,500,000
","
"," 4
"," 3
",Caal Real Estate,29/05/2023,"
En Suite
,
Fibre Internet
,
Serviced
","
Garden
,
Wheelchair Access
,
Staff Quarters
,
Parking
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-donholm-3603203
4 Bed House with En Suite at Off North Airport Road,"
KSh 12,500,000
",," 4
"," 3
",Ryden International,05/06/2023,"
En Suite
","
Parking
","
Bus Stop
,
Shopping Centre
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-embakasi-3578048
4 Bed Townhouse with En Suite in Lavington,"
KSh 52,000,000
",," 4
"," 4
",Leti Realty Limited,01/07/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
,
Aircon
","
Balcony
,
CCTV
,
Electric Fence
,
Garden
,
Parking
,
Staff Quarters
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-1-3580159
5 Bed Villa with En Suite at Oloolua,"
KSh 95,000,000
",,"  5
"," 6
",Regent Management Ltd,09/05/2023,"
En Suite
,
Fibre Internet
,
Backup Generator
,
Alarm
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Wheelchair Access
,
Swimming Pool
,
Staff Quarters
,
Parking
,
Gym
",,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3561692
7 Bed Villa with En Suite at Naivas Kilifi,"
KSh 110,000,000
","
"," 7
"," 8
",Sky Miles Properties,13/06/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Serviced
,
Service Charge Included
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Gym
,
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Sea View
,
Shopping Centre
",https://www.buyrentkenya.com/listings/7-bedroom-villa-for-sale-kilifi-1-3553895
5 Bed Townhouse with En Suite at Lower Kabete Road,"
KSh 100,000,000
",," 5
"," 5
",Zyve,08/07/2023,"
En Suite
,
Service Charge Included
","
Parking
,
Balcony
,
Electric Fence
,
Swimming Pool
","
Bus Stop
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lower-kabete-3-3588682
5 Bed House with En Suite in Runda,"
KSh 85,000,000
",," 5
"," 5
",Leti Realty Limited,01/07/2023,"
Aircon
,
Alarm
,
En Suite
,
Fibre Internet
,
Service Charge Included
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Garden
,
Parking
,
Staff Quarters
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
School
,
Scenic View
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-1-3601723
5 Bed House with En Suite at Langata South Road,"
KSh 90,000,000
",," 5
"," 5
",Pemukika Agency,28/06/2023,"
En Suite
,
Fibre Internet
,
Backup Generator
,
Alarm
,
Walk In Closet
","
Electric Fence
,
Garden
,
Parking
,
Borehole
,
CCTV
,
Balcony
,
Gym
","
Bus Stop
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3496590
